target,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Fuc(a1-3)[Gal(b1-4)]Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-3)[Gal(b1-4)]GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Fuc(a1-?)[Gal(b1-?)]GlcNAc(b1-3)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(?1-?)Gal(?1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(a1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34232652/
Gal(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7982214/
Gal(b1-3)GalNAc(a1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-3)GalNAc(a1-3)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-3)GalNAc(a1-3)[Neu5Gc(a2-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/2171767/
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/2171767/
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26959529/
Gal(b1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3167092/
Gal(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33931948/
Gal(b1-3)[Neu5Gc(a2-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Gal(b1-4)Gal(b1-4)Gal(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-4)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/27428379/
Gal(b1-4)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-4)Gal(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-4)Gal(b1-6)[Neu5Gc(a2-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/abs/pii/S0958694620300972
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26959529/
Gal(b1-4)GlcNAc(b1-3)[Gal(?1-?)Gal(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26959529/
Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3167092/
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Gal(b1-6)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7982214/
Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Gal(b1-?)GlcNAc(b1-3)Gal(b1-?)[Fuc(a1-?)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
GalNAc(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
GalNAc(a1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Glc(?1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26959529/
Glc(?1-?)Gal(b1-4)[Neu5Ac(a2-6)]Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26959529/
GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
GlcNAc(b1-6)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3167092/
Neu5Ac(a2-3)Gal(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33931948/
Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Neu5Ac(a2-3)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Ac(a2-3)Gal(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Neu5Ac(a2-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Ac(a2-3)[Gal(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/abs/pii/S0958694620300972
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Neu5Ac(a2-6)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Ac(a2-8)Neu5Ac(a2-3)[Gal(b1-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5AcOAc(a2-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
Neu5Gc(a2-3)Gal(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Gc(a2-3)Gal(b1-3)[Neu5Gc(a2-6)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Gc(a2-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
Neu5Gc(a2-3)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Gc(a2-3)Gal(b1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Neu5Gc(a2-6)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
Neu5Gc(a2-6)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Gc(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33141570/
Neu5Gc(a2-8)Neu5Gc(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Neu5Gc(a2-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-?)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Neu5Gc(a2-?)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
{Gal(b1-4)GlcNAc(b1-?)}Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
{Gal(b1-4)GlcNAc(b1-?)}Gal(b1-?)GlcNAc(b1-?)Gal(b1-4)GlcNAc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
{Neu5Gc(a2-3)}Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
{Neu5Gc(a2-6)}Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Capra_hircus,Capra,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/
Gal(b1-4)Glc-ol,Castor_fiber,Castor,Castoridae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3653340/
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Cavia_porcellus,Cavia,Caviidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/entry/carbbank+10879
Fuc(a1-2)Gal(b1-4)Glc-ol,Cavia_porcellus,Cavia,Caviidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/14252166/
Gal(a1-3)[Fuc(a1-4)]GlcNAc(b1-4)[Fuc(a1-3)]Gal(b1-4)Glc-ol,Cavia_porcellus,Cavia,Caviidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/dbget-bin/www_bget?carbbank+10872
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Cavia_porcellus,Cavia,Caviidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,G00069MO
Gal(b1-4)Glc-ol,Cavia_porcellus,Cavia,Caviidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3653340/
GlcNAc(b1-3)Gal(b1-4)Glc-ol,Cavia_porcellus,Cavia,Caviidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/dbget-bin/www_bget?carbbank+10876
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Cavia_porcellus,Cavia,Caviidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/dbget-bin/www_bget?carbbank+10880
Gal(b1-4)Glc-ol,Ceratotherium_simum,Ceratotherium,Rhinocerotidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1616504707001449?via%3Dihub
Gal(b1-4)Glc-ol,Cervus_elaphus,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3653340/
Gal(a1-3)Gal(b1-4)Glc-ol,Cervus_nippon,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
Gal(b1-3)Gal(b1-4)Glc-ol,Cervus_nippon,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
Gal(b1-4)Glc-ol,Cervus_nippon,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
Gal(b1-4)Glc3S-ol,Cervus_nippon,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Cervus_nippon,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
Gal(b1-6)Gal(b1-4)Glc-ol,Cervus_nippon,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
Fuc(a1-2)Gal(b1-4)Glc-ol,Chinchilla_chinchilla,Chinchilla,Chinchillidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/14252166/
Gal(b1-4)Glc-ol,Chinchilla_chinchilla,Chinchilla,Chinchillidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/14252166/
Gal(b1-4)Glc-ol,Chlorocebus_pygerythrus,Chlorocebus,Cercopithecidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/19168147/
Fuc(a1-2)Gal(b1-4)Glc-ol,Choeropsis_liberiensis,Choeropsis,Hippopotamidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,Choeropsis_liberiensis,Choeropsis,Hippopotamidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1
